senator,transaction_date,disclosure_date,ticker,asset_description,asset_type,amount,name_cleaned,first_name,last_name,full_name
"David A Perdue , Jr",01/27/2016,02/02/2016,AAPL,Apple Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/27/2016,02/02/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/27/2016,02/02/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/27/2016,02/02/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/27/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/27/2016,02/02/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/27/2016,02/02/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/26/2016,02/02/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/25/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/25/2016,02/02/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/22/2016,02/02/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/22/2016,02/02/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/22/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/21/2016,02/02/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/21/2016,02/02/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/21/2016,02/02/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,BAC,Bank of America Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,PG,The Procter &amp;amp; Gamble Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,MO,Altria Group Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,WMB,"Williams Companies, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,NKE,"NIKE, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,V,Visa Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,KHC,The Kraft Heinz Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,WFM,"Whole Foods Market, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/20/2016,02/02/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/15/2016,02/02/2016,WLK,Westlake Chemical Corp.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/15/2016,02/02/2016,WFM,"Whole Foods Market, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/14/2016,02/02/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/14/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/14/2016,02/02/2016,--,"Municipal Elec Auth GA REV <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 01/01/20</div>",Municipal Security,"$250,001 - $500,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/13/2016,02/02/2016,KN,Knowles Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/13/2016,02/02/2016,LYV,"Live Nation Entertainment, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/13/2016,02/02/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/13/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/13/2016,02/02/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/11/2016,02/02/2016,--,GE,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/11/2016,02/02/2016,--,LYV,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/08/2016,02/02/2016,--,GE,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/08/2016,02/02/2016,--,LYV,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/07/2016,02/02/2016,--,QCOM,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/07/2016,02/02/2016,--,WBA,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/07/2016,02/02/2016,--,CRMT,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/07/2016,02/02/2016,--,ACN,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/06/2016,02/02/2016,--,GE,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
Pat Roberts,01/20/2016,02/02/2016,GE,General Electric Company,Stock,"$1,001 - $15,000",Pat Roberts,Pat,Roberts,Pat Roberts
Richard M Burr,01/22/2016,01/22/2016,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard M Burr,Richard,Burr,Richard Burr
Lamar Alexander,01/07/2016,01/20/2016,--,"METROPOLITAN NASHVILLE ARPT AU ARPT <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 07/01/2040</div>",Municipal Security,"$15,001 - $50,000",Lamar Alexander,Lamar,Alexander,Lamar Alexander
Lamar Alexander,01/07/2016,01/20/2016,--,"LAKELAND TENN GO CAP OUTLAY NTS <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 03/01/2020</div>",Municipal Security,"$15,001 - $50,000",Lamar Alexander,Lamar,Alexander,Lamar Alexander
Lamar Alexander,01/05/2016,01/20/2016,--,"ROBERTSON CNTY TENN GO REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 04/01/2025</div>",Municipal Security,"$15,001 - $50,000",Lamar Alexander,Lamar,Alexander,Lamar Alexander
Lamar Alexander,12/22/2015,01/20/2016,--,"ROBERTSON CNTY TENN GO SCH BDS <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 05/01/2022</div>",Municipal Security,"$15,001 - $50,000",Lamar Alexander,Lamar,Alexander,Lamar Alexander
Sheldon Whitehouse,12/22/2015,01/20/2016,LRCX,Lam Research Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,12/28/2015,01/20/2016,M,"Macy's, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/06/2016,01/20/2016,LMT,Lockheed Martin Corporation,Stock,"$15,001 - $50,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/06/2016,01/20/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/05/2016,01/20/2016,GILD,Gilead Sciences Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/05/2016,01/20/2016,GME,GameStop Corp.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/05/2016,01/20/2016,NVDA,NVIDIA Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/06/2016,01/20/2016,NVDA,NVIDIA Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,12/22/2015,01/20/2016,LRCX,Lam Research Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/05/2016,01/20/2016,CSCO,"Cisco Systems, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/05/2016,01/20/2016,WMT,Wal-Mart Stores Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/06/2016,01/20/2016,VZ,Verizon Communications Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/06/2016,01/20/2016,UA,"Under Armour, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/05/2016,01/20/2016,NFLX,"Netflix, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/14/2016,01/20/2016,MRK,Merck &amp;amp; Co. Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/05/2016,01/20/2016,LLTC,Linear Technology Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
"Angus S King, Jr.",12/28/2015,01/19/2016,--,"Maine St Hsg Auth Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.20%<br> <em>Matures:</em> 11/15/2020</div>",Municipal Security,"$1,001 - $15,000",Angus S King,Angus,King,Angus King
"Angus S King, Jr.",12/16/2015,01/19/2016,KMI,"Kinder Morgan, Inc.",Stock,"$1,001 - $15,000",Angus S King,Angus,King,Angus King
"Angus S King, Jr.",12/03/2015,01/19/2016,--,"Maine Muni Bond Bank <div class=""text-muted""><em>Rate/Coupon:</em> 4.25%<br> <em>Matures:</em> 11/01/2017</div>",Municipal Security,"$15,001 - $50,000",Angus S King,Angus,King,Angus King
Mark R Warner,01/15/2016,01/15/2016,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Mark R Warner,Mark,Warner,Mark Warner
John F Reed,12/29/2015,01/14/2016,VWO,Vanguard FTSE Emerging Markets ETF,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
William Cassidy,01/05/2016,01/12/2016,INTC,Intel Corporation (NASDAQ),Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,01/05/2016,01/12/2016,CMI,Cummins Inc. (NYSE),Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,01/05/2016,01/12/2016,AAPL,Apple Inc. (NASDAQ),Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
Susan M Collins,12/22/2015,01/12/2016,--,US Bancorp,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,TJX Cos Inc,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Phillips 66,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Nestle SA,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/15/2015,01/12/2016,--,"Fed Farm Credit Bank <div class=""text-muted""><em>Rate/Coupon:</em> 1.7%<br> <em>Matures:</em> 07/08/2020</div>",Corporate Bond,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,DANAHER Corp,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,AON PLC,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Accenture PLC,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Qualcomm Inc,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Home Depot Inc,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,ConocoPhillips,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Canadian Pacific Railway LTD,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Borgwarner Inc,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Wells Fargo CO,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,VISA INC - A,Stock,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Hershey Co,Stock,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,12/22/2015,01/12/2016,--,Dunkin Brands Group Inc,Stock,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
John Hoeven,01/06/2016,01/12/2016,UA,"Under Armour, Inc. (NYSE)",Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
Mike Rounds,12/28/2015,01/12/2016,--,"Fischer, Rounds &amp; Assoc., Inc (Insurance/Real Estate Agency, Pierre, SD)",Stock,"$5,000,001 - $25,000,000",Mike Rounds,Mike,Rounds,Mike Rounds
Patrick J Toomey,11/23/2016,01/12/2016,--,ESV,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,01/04/2016,01/12/2016,--,AMLP,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,01/05/2016,01/12/2016,--,DBP,Stock,"$15,001 - $50,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,01/05/2016,01/12/2016,--,GLD,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Richard M Burr,01/11/2016,01/11/2016,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard M Burr,Richard,Burr,Richard Burr
James M Inhofe,12/14/2015,01/11/2016,--,FANG,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,12/14/2015,01/11/2016,--,CLR,Stock,"$15,001 - $50,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,12/14/2015,01/11/2016,--,CPN,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
Pat Roberts,12/17/2015,01/08/2016,--,aapl,Stock,"$1,001 - $15,000",Pat Roberts,Pat,Roberts,Pat Roberts
Pat Roberts,12/10/2015,01/08/2016,--,nflx,Stock,"$1,001 - $15,000",Pat Roberts,Pat,Roberts,Pat Roberts
Pat Roberts,12/08/2015,01/08/2016,--,nflx,Stock,"$1,001 - $15,000",Pat Roberts,Pat,Roberts,Pat Roberts
Thomas R Carper,12/23/2015,01/07/2016,--,Weight Watchers Intl Inc,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,12/08/2015,01/07/2016,--,Weight Watchers Intl Inc,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,12/01/2015,01/07/2016,--,Under Armour Inc Cl A,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,12/14/2015,01/07/2016,--,"HSBC Contingent Autocall on Anadarko Petroleum <div class=""text-muted""><em>Rate/Coupon:</em> 9.00%<br> <em>Matures:</em> 09/05/2017</div>",Corporate Bond,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,12/04/2015,01/07/2016,--,"JPM Contingent Autocall on Amgen <div class=""text-muted""><em>Rate/Coupon:</em> 10.15%<br> <em>Matures:</em> 08/31/2018</div>",Corporate Bond,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,12/03/2015,01/07/2016,--,"HSBC Contingent Autocall on Bristol Myers Squibb <div class=""text-muted""><em>Rate/Coupon:</em> 8.5%<br> <em>Matures:</em> 08/31/2018</div>",Corporate Bond,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
John Hoeven,12/29/2015,01/07/2016,--,MCD - McDonald's Corp (NYSE),Stock,"$100,001 - $250,000",John Hoeven,John,Hoeven,John Hoeven
"David A Perdue , Jr",12/31/2015,01/07/2016,--,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/29/2015,01/07/2016,--,SE,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/29/2015,01/07/2016,--,KMI,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/29/2015,01/07/2016,--,KMI,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/29/2015,01/07/2016,--,VZ,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/29/2015,01/07/2016,--,IP,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/29/2015,01/07/2016,--,SE,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/29/2015,01/07/2016,--,ABBV,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/28/2015,01/07/2016,--,CRMT,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/23/2015,01/07/2016,--,LNT,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/23/2015,01/07/2016,--,LQDT,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/23/2015,01/07/2016,--,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/21/2015,01/07/2016,--,WMT,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/21/2015,01/07/2016,--,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/21/2015,01/07/2016,--,WLK,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/18/2015,01/07/2016,--,LQDT,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/18/2015,01/07/2016,--,GE,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/18/2015,01/07/2016,--,GE,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/18/2015,01/07/2016,--,LYV,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/18/2015,01/07/2016,--,WMT,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/18/2015,01/07/2016,--,GE,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
John F Reed,12/23/2015,01/07/2016,--,Potash Corp of Saskatchewan Inc POT,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,12/23/2015,01/07/2016,--,NCR Corp New NCR,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,12/23/2015,01/07/2016,--,Fireeye Inc FEYE,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,12/23/2015,01/07/2016,--,Claymore Trust 2 Guggenheim Shipping SEA,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,12/23/2015,01/07/2016,--,Affiliated Managers Group AMG,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,12/23/2015,01/07/2016,--,GUGGENHEIM S&amp;P RYT,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,12/23/2015,01/07/2016,--,FACTORSHARES TR PUREFUNDS ISE CYBER SEC HACK,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,12/23/2015,01/07/2016,--,ISHARES IAI,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John Hoeven,05/27/2014,12/29/2015,--,"MAINSTREAM INVESTORS LLC <div class=""text-muted""> <em>Company:</em> MAINSTREAM INVESTORS LLC &nbsp;(MINOT, NORTH DAKOTA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;OIL AND GAS EXPLORATION AND PRODUCTION COMPANY</div>",Other Securities,"$500,001 - $1,000,000",John Hoeven,John,Hoeven,John Hoeven
Roy Blunt,12/11/2015,12/24/2015,--,CSCO,Stock,"$1,001 - $15,000",Roy Blunt,Roy,Blunt,Roy Blunt
Roy Blunt,12/04/2015,12/24/2015,--,PM,Stock,"$1,001 - $15,000",Roy Blunt,Roy,Blunt,Roy Blunt
Roy Blunt,12/30/2014,12/24/2015,--,MDLZ (stock option),,"$50,001 - $100,000",Roy Blunt,Roy,Blunt,Roy Blunt
Richard Blumenthal,12/22/2015,12/22/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard Blumenthal,Richard,Blumenthal,Richard Blumenthal
John Hoeven,11/30/2015,12/21/2015,--,KMI - Kinder Morgan Inc (NYSE),Stock,"$15,001 - $50,000",John Hoeven,John,Hoeven,John Hoeven
"David A Perdue , Jr",12/17/2015,12/18/2015,--,PAGP,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/17/2015,12/18/2015,--,LNT,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/17/2015,12/18/2015,--,LNT,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/17/2015,12/18/2015,--,WMT,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/17/2015,12/18/2015,--,GE,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/17/2015,12/18/2015,--,WLK,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/15/2015,12/18/2015,--,SPDR S&amp;P 500 ETF,Stock,"$500,001 - $1,000,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",12/16/2015,12/18/2015,--,PAGP,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
