,title,release_date,production_budget,domestic_gross,worldwide_gross,genre,story_source,creative_type,production_method,production_company,MPAA_Rating,runtime,opening_theater_count,max_theater_count,avg_run_per_theater,actors,directors
5340,The Young Unknowns,"Apr 11, 2003","$800,000","$58,163","$58,163",Genre Tracking,,,,,"All Time Domestic Box Office for R Movies (Rank 4,201-4,300)",,2,2,4.6 weeks,,
5341,DÃ¸d snÃ¸,"Jun 19, 2009","$800,000","$46,742","$2,194,020",Black Comedy,Original Screenplay,Science Fiction,Live Action,,Not Rated,91 minutes,1,1,3.3 weeks,,
5342,Not Cool,"Sep 19, 2014","$800,000","$35,688","$35,688","All Time Domestic Box Office for Comedy Movies (Rank 2,301-2,400)",Original Screenplay,Contemporary Fiction,Live Action,Point Park University,Not Rated,90 minutes,1,1,2.0 weeks,Cherami Leigh | Shane Dawson | Drew Monson | Michelle Veintimilla,Shane Dawson
5343,Kill List,"Feb 3, 2012","$800,000","$29,063","$462,206",Horror,Original Screenplay,Contemporary Fiction,Live Action,UK Film Council,Not Rated,95 minutes,2,2,2.0 weeks,Neil Maskell,Ben Wheatley
5344,Vessel,"Jan 9, 2015","$800,000",$0,$0,Documentary,Based on Real Life Events,Factual,Live Action,Sovereignty Productions,Not Rated,88 minutes,0,0,0,,Diana Whitten
5345,Saints and Soldiers,"Aug 6, 2004","$780,000","$1,310,470","$1,310,470",Drama,Based on Real Life Events,Dramatization,Live Action,,PG-13,,26,26,14.7 weeks,,
5346,American Graffiti,"Aug 11, 1973","$777,000","$115,000,000","$140,000,000",Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG,112 minutes,0,0,0,,
5347,Iraq for Sale: The War Profiteers,"Sep 8, 2006","$775,000",$0,$0,Documentary,Based on Real Life Events,Factual,Live Action,,,,0,0,0,,
5348,Kevin Hart: Laugh at My Pain,"Sep 9, 2011","$750,000","$7,706,436","$7,712,436",Concert/Performance,Original Screenplay,Factual,Live Action,CODEBLACK Entertainment,"All Time Domestic Box Office for R Movies (Rank 1,801-1,900)",68 minutes,98,98,5.4 weeks,Kevin Hart,Kevin Hart
5349,Aqua Teen Hunger Force Colon Movie Film for The…,"Apr 13, 2007","$750,000","$5,520,368","$5,520,368",Adventure,Based on TV,Science Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),,"All Time Domestic Box Office for R Movies (Rank 2,001-2,100)",86 minutes,877,877,2.6 weeks,,
5350,Safety Not Guaranteed,"Jun 8, 2012","$750,000","$4,010,957","$4,422,318","All Time Domestic Box Office for Comedy Movies (Rank 1,401-1,500)",Original Screenplay,Science Fiction,Live Action,Big Beach,"All Time Domestic Box Office for R Movies (Rank 2,201-2,300)",85 minutes,9,9,8.1 weeks,Aubrey Plaza | Mark Duplass | Jake Johnson | Karan Soni,Colin Trevorrow
5351,Best of Enemies,"Jul 24, 2015","$750,000","$892,802","$940,936",Documentary,Based on Real Life Events,Factual,Live Action,Tremolo Productions,"All Time Domestic Box Office for R Movies (Rank 2,901-3,000)",87 minutes,3,3,5.9 weeks,,Robert Gordon | Morgan Neville
5352,The Innkeepers,"Feb 3, 2012","$750,000","$78,396","$1,011,535",Horror,Original Screenplay,Fantasy,Live Action,Dark Sky Films,"All Time Domestic Box Office for R Movies (Rank 4,101-4,200)",102 minutes,20,20,2.3 weeks,Sara Paxton | Pat Healy | Kelly McGillis,Ti West
5353,Il conformista,"Oct 22, 1970","$750,000","$59,656","$89,609",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Mars Films,"All Time Domestic Box Office for R Movies (Rank 4,201-4,300)",111 minutes,0,0,0,Jean-Louis Trintignant | Stefania Sandrelli | Dominique Sanda,Bernardo Bertolucci
5354,Interview with the Assassin,"Nov 15, 2002","$750,000","$47,329","$47,329",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 4,301-4,400)",82 minutes,0,0,0,,
5355,Undead,"Jul 1, 2005","$750,000","$41,196","$229,250",Horror,Original Screenplay,,Live Action,,"All Time Domestic Box Office for R Movies (Rank 4,301-4,400)",,2,2,1.2 weeks,,
5356,Donkey Punch,"Jan 23, 2009","$750,000","$19,367","$814,801",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,UK Film Council,"All Time Domestic Box Office for R Movies (Rank 4,601-4,700)",99 minutes,2,2,2.3 weeks,,
5357,All the Boys Love Mandy Lane,"Oct 11, 2013","$750,000",$0,"$1,960,521",Horror,Original Screenplay,Contemporary Fiction,Live Action,Occupant Films,"All Time International Box Office for R Movies (Rank 1,801-1,900)",90 minutes,0,0,0,Amber Heard,Jonathan Levine
5358,Destiny,"Jul 31, 2015","$750,000",$0,$450,Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,0,0,0,,
5359,Bled,"Apr 7, 2009","$750,000",$0,$0,Genre Tracking,,,,,,,0,0,0,,
5360,Adulterers,"Jan 5, 2016","$750,000",$0,$0,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,,,,0,0,0,,
5361,La mariÃ©e Ã©tait en noir,"Jun 25, 1968","$747,000","$44,566","$44,566",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,Not Rated,107 minutes,0,0,0,Jeanne Moreau,FranÃ§ois Truffaut
5362,High Noon,"Jul 24, 1952","$730,000","$8,000,000","$8,000,000",Genre Tracking,,,,,PG,85 minutes,0,0,0,,
5363,Hoop Dreams,"Oct 14, 1994","$700,000","$7,768,371","$11,768,371",Documentary,Based on Real Life Events,Factual,Live Action,,PG-13,,0,0,0,,
5364,Rize,"Jun 24, 2005","$700,000","$3,278,611","$4,857,731",Documentary,Based on Real Life Events,Factual,Live Action,,PG-13,86 minutes,352,352,2.7 weeks,,
5365,Half Nelson,"Aug 11, 2006","$700,000","$2,697,938","$4,911,725",Drama,Original Screenplay,Contemporary Fiction,Live Action,THINKFilm,"All Time Domestic Box Office for R Movies (Rank 2,401-2,500)",87 minutes,2,2,7.1 weeks,,
5366,L.I.E.,"Sep 7, 2001","$700,000","$1,140,965","$1,140,965",Drama,Original Screenplay,Contemporary Fiction,Live Action,,Open,,12,12,7.0 weeks,,
5367,Columbus,"Aug 4, 2017","$700,000","$1,017,107","$1,110,511",Drama,Original Screenplay,Contemporary Fiction,Live Action,,Not Rated,104 minutes,2,2,6.4 weeks,Haley Lu Richardson,Kogonada
5368,Naturally Native,"Oct 8, 1999","$700,000","$10,508","$10,508",Genre Tracking,,,,,PG-13,,4,4,1.8 weeks,,
5369,B-Girl,"Jan 26, 2010","$700,000",$0,"$1,160",Genre Tracking,,,,,PG-13,,0,0,0,,
5370,Walter,"Mar 13, 2015","$700,000",$0,$0,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Purple Bench Films,Not Rated,94 minutes,0,0,0,Andrew J. West | Virginia Madsen | William H. Macy,Anna Mastro
5371,King Kong,"Apr 7, 1933","$672,000","$10,000,000","$10,000,650",Horror,Original Screenplay,Science Fiction,Live Action,,Not Rated,100 minutes,0,0,0,,
5372,House of Wax,"Apr 10, 1953","$658,000","$23,800,000","$23,800,000",Genre Tracking,,,,,"All Time Domestic Box Office for R Movies (Rank 1,001-1,100)",88 minutes,0,0,0,,
5373,Hav Plenty,"Jun 19, 1998","$650,000","$2,301,777","$2,301,777","All Time Domestic Box Office for Comedy Movies (Rank 1,501-1,600)",Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,501-2,600)",,413,413,2.7 weeks,,
5374,Escape from Tomorrow,"Oct 11, 2013","$650,000","$171,962","$171,962",Drama,Original Screenplay,Fantasy,Live Action,Mankurt Media LLC,Not Rated,90 minutes,30,30,2.1 weeks,,Randy Moore
5375,"Christian Mingle, The Movie","Oct 10, 2014","$650,000","$19,836","$28,176",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Home Theater Films,PG,103 minutes,15,15,1.0 weeks,Lacey Chabert | Jonathan Patrick Moore,Corbin Bernsen
5376,That Way Madness Lies,"Dec 14, 2018","$650,000","$1,447","$1,447",Documentary,Based on Real Life Events,Factual,Live Action,Ojeda Films,Not Rated,101 minutes,2,2,1.0 weeks,,Sandra Luckow
5377,Top Hat,"Sep 6, 1935","$609,000","$1,782,000","$3,202,000",Genre Tracking,,,,,Not Rated,101 minutes,0,0,0,,
5378,The Blair Witch Project,"Jul 14, 1999","$600,000","$140,539,099","$248,300,000",Horror,Original Screenplay,Contemporary Fiction,Live Action,,All Time Domestic Box Office for R Movies,81 minutes,27,27,7.7 weeks,,
5379,Woodstock,"Mar 26, 1970","$600,000","$34,505,110","$34,698,275",Documentary,Based on Real Life Events,Factual,Live Action,,All Time Domestic Box Office for R Movies (Rank 701-800),184 minutes,0,0,0,,
5380,The Kentucky Fried Movie,"Aug 10, 1977","$600,000","$15,000,000","$20,000,000","All Time Domestic Box Office for Comedy Movies (Rank 901-1,000)",Original Screenplay,Contemporary Fiction,Live Action,,,83 minutes,0,0,0,,
5381,Per qualche dollaro in piÃ¹,"May 10, 1967","$600,000","$4,300,000","$4,300,000",Western,Original Screenplay,Historical Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,101-2,200)",132 minutes,0,0,0,,
5382,Mercy Streets,"Oct 31, 2000","$600,000","$173,599","$173,599",Drama,,,Live Action,,PG-13,,175,175,1.0 weeks,,
5383,Water & Power,"May 2, 2014","$600,000","$42,557","$42,557",Drama,Original Screenplay,Contemporary Fiction,Live Action,"North/South Pictures, LLC",Not Rated,87 minutes,16,16,2.1 weeks,,Richard Montoya
5384,Arnolds Park,"Oct 19, 2007","$600,000","$23,616","$23,616",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,17,17,1.0 weeks,,
5385,Broken Vessels,"Jul 2, 1999","$600,000","$15,030","$85,343",Drama,Original Screenplay,,Live Action,,"All Time Domestic Box Office for R Movies (Rank 4,601-4,700)",,2,2,2.5 weeks,,
5386,Drunk Wedding,"May 22, 2015","$600,000","$3,301","$3,301","All Time Domestic Box Office for Comedy Movies (Rank 2,601-2,700)",Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 5,001-5,100)",,16,16,1.0 weeks,,Nick Weiss
5387,They Will Have to Kill Us First,"Oct 23, 2015","$600,000",$0,"$7,943",Documentary,Based on Real Life Events,Factual,Live Action,Mojo Musique,Not Rated,99 minutes,0,0,0,,Johanna Schwartz
5388,Crop Circles: Quest for Truth,"Aug 23, 2002","$600,000",$0,$0,Genre Tracking,,,,,,,0,0,0,,
5389,The Maid's Room,"Aug 8, 2014","$600,000",$0,$0,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Pango Films,Not Rated,98 minutes,0,0,0,Paula Garces,Michael Walker
5390,Irreplaceable,"Feb 24, 2015","$600,000",$0,$0,Documentary,Based on Real Life Events,Factual,Live Action,,,104 minutes,0,0,0,,
5391,A Hard Day's Night,"Aug 11, 1964","$560,000","$1,537,860","$1,626,784","All Time Domestic Box Office for Comedy Movies (Rank 1,601-1,700)",Original Screenplay,Contemporary Fiction,Live Action,Janus Films,G,87 minutes,0,0,0,John Lennon | Paul McCartney | George Harrison | Ringo Starr,Richard Lester
5392,The Harvest/La Cosecha,"Jul 29, 2011","$560,000","$3,709","$3,709",Documentary,Based on Real Life Events,Factual,Live Action,Shine Global,Not Rated,84 minutes,1,1,1.0 weeks,,U Roberto Romano
5393,Julija in alfa Romeo,"Sep 25, 2015","$560,000",$0,"$8,462","All Time International Box Office for Comedy Movies (Rank 2,701-2,800)",Original Screenplay,Fantasy,Live Action,,Not Rated,,0,0,0,,
5394,Mata Hari,"Dec 26, 1931","$558,000","$900,000","$900,000",Genre Tracking,,,,,Not Rated,89 minutes,0,0,0,,
5395,Friday the 13th,"May 9, 1980","$550,000","$39,754,601","$59,754,601",Horror,Original Screenplay,Fantasy,Live Action,,,,"1,127","1,127",1.0 weeks,,
5396,Love Letters,"Apr 27, 1984","$550,000","$5,269,990","$5,269,990",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,98 minutes,7,7,13.3 weeks,Jamie Lee Curtis,Amy Holden Jones
5397,Faith Connections,"Sep 12, 2014","$550,000","$9,111","$9,111",Documentary,Based on Real Life Events,Factual,Live Action,Cite Films,Not Rated,115 minutes,0,0,0,,Pan Nalin
5398,High Road,"Mar 6, 2012","$546,173",$0,$0,Comedy,Original Screenplay,Contemporary Fiction,Live Action,Northern Lights Films,R,87 minutes,0,0,0,,Matt Walsh
5399,Fireproof,"Sep 26, 2008","$500,000","$33,456,317","$33,473,297",Drama,Original Screenplay,Contemporary Fiction,Live Action,Affirm Films,PG,122 minutes,839,839,10.7 weeks,,
5400,Benji,"Nov 15, 1974","$500,000","$31,559,560","$31,559,560",Adventure,Original Screenplay,Contemporary Fiction,Live Action,,G,86 minutes,0,0,0,,
5401,Open Water,"Aug 6, 2004","$500,000","$30,500,882","$55,518,641",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 801-900),,47,47,3.4 weeks,,
5402,Mad Hot Ballroom,"May 13, 2005","$500,000","$8,117,961","$9,387,581",Documentary,Based on Real Life Events,Factual,Live Action,,PG,,2,2,12.3 weeks,,
5403,The Station Agent,"Oct 3, 2003","$500,000","$5,801,558","$9,470,209",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,001-2,100)",90 minutes,3,3,10.3 weeks,,
5404,To Save a Life,"Jan 22, 2010","$500,000","$3,777,210","$3,824,868",Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,120 minutes,441,441,3.8 weeks,Randy Wayne,
5405,Wordplay,"Jun 16, 2006","$500,000","$3,121,270","$3,177,636",Documentary,Based on Real Life Events,Factual,Live Action,,PG,,2,2,7.5 weeks,,
5406,Beyond the Mat,"Oct 22, 1999","$500,000","$2,047,570","$2,047,570",Documentary,Based on Real Life Events,Factual,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,501-2,600)",,1,1,3.5 weeks,,
5407,The Singles Ward,"Feb 1, 2002","$500,000","$1,250,798","$1,250,798","All Time Domestic Box Office for Comedy Movies (Rank 1,601-1,700)",Original Screenplay,Contemporary Fiction,Live Action,,PG,102 minutes,11,11,12.7 weeks,,
5408,Sholem Aleichem: Laughing in the Darkness,"Jul 8, 2011","$500,000","$1,131,261","$1,131,261",Documentary,Based on Real Life Events,Factual,Live Action,,Not Rated,93 minutes,1,1,10.8 weeks,,
5409,Osama,"Jan 30, 2004","$500,000","$1,127,331","$1,971,479",Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,0,0,0,,
5410,Groove,"Jun 9, 2000","$500,000","$1,115,313","$1,167,524","All Time Domestic Box Office for Comedy Movies (Rank 1,601-1,700)",Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,801-2,900)",,9,9,9.9 weeks,,
5411,The R.M.,"Jan 31, 2003","$500,000","$1,111,615","$1,111,615","All Time Domestic Box Office for Comedy Movies (Rank 1,601-1,700)",Original Screenplay,Contemporary Fiction,Live Action,,PG,101 minutes,15,15,12.7 weeks,,
5412,Twin Falls Idaho,"Jul 30, 1999","$500,000","$985,341","$1,027,228",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,901-3,000)",,6,6,8.2 weeks,,
5413,Mean Creek,"Aug 20, 2004","$500,000","$603,951","$1,348,750",Drama,,,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,101-3,200)",,4,4,6.6 weeks,,
5414,Drinking Buddies,"Aug 23, 2013","$500,000","$343,706","$407,100",Drama,Original Screenplay,Contemporary Fiction,Live Action,Burn Later,"All Time Domestic Box Office for R Movies (Rank 3,401-3,500)",90 minutes,2,2,4.8 weeks,Olivia Wilde | Jake Johnson | Anna Kendrick | Ron Livingston,Joe Swanberg
5415,Hurricane Streets,"Feb 13, 1998","$500,000","$334,041","$367,582",Drama,,,Live Action,,,,93,93,2.0 weeks,,
5416,Flower,"Mar 16, 2018","$500,000","$328,188","$390,803",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,401-3,500)",90 minutes,3,3,2.0 weeks,Zoey Deutch,Max Winkler
5417,Never Again,"Jul 12, 2002","$500,000","$307,631","$308,793",Romantic Comedy,,,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,401-3,500)",,5,5,2.7 weeks,,
5418,Shichinin no samurai,"Nov 19, 1956","$500,000","$271,736","$271,736",Action,Original Screenplay,Historical Fiction,Live Action,,Not Rated,207 minutes,0,0,0,,
5419,Civil Brand,"Aug 29, 2003","$500,000","$254,293","$254,293",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,601-3,700)",,35,35,3.3 weeks,,
5420,Monsters,"Oct 29, 2010","$500,000","$237,301","$5,639,730",Drama,Original Screenplay,Science Fiction,Live Action,Vertigo Films,"All Time Domestic Box Office for R Movies (Rank 3,601-3,700)",97 minutes,3,3,4.3 weeks,Scoot McNairy | Whitney Able,Gareth Edwards
5421,Lonesome Jim,"Mar 24, 2006","$500,000","$154,187","$602,789","All Time Domestic Box Office for Comedy Movies (Rank 2,001-2,100)",Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,801-3,900)",,2,2,6.6 weeks,,
5422,Deceptive Practice: The Mysteries and Mentors o…,"Apr 17, 2013","$500,000","$152,449","$152,449",Documentary,Based on Real Life Events,Factual,Live Action,Hopscotch Films,Not Rated,88 minutes,1,1,6.4 weeks,,Molly Bernstein | Alan Edelstein
5423,The Other Dream Team,"Sep 21, 2012","$500,000","$134,109","$314,444",Documentary,Based on Real Life Events,Factual,Live Action,Basketball Future Foundation,Not Rated,91 minutes,2,2,4.1 weeks,,Marius Markevicius
5424,O Menino e o Mundo,"Jan 17, 2014","$500,000","$129,479","$280,967",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 201-300),Sabesp,PG,80 minutes,2,2,1.3 weeks,Vinicius Garcia,AlÃª Abreu
5425,Rubber,"Apr 1, 2011","$500,000","$100,370","$680,914",Black Comedy,Original Screenplay,Fantasy,Live Action,,"All Time Domestic Box Office for R Movies (Rank 4,001-4,100)",84 minutes,5,5,5.3 weeks,Roxane Mesquida,Quentin Dupieux
5426,Finishing the Game,"Oct 5, 2007","$500,000","$52,850","$53,201","All Time Domestic Box Office for Comedy Movies (Rank 2,201-2,300)",Original Screenplay,Contemporary Fiction,Live Action,,Not Rated,,1,1,3.4 weeks,,
5427,Kiss the Bride,"Apr 18, 2008","$500,000","$32,033","$32,033",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 4,401-4,500)",,5,5,4.2 weeks,,
5428,The Journey,"Jul 11, 2003","$500,000","$19,800","$19,800",Genre Tracking,,,,,Not Rated,97 minutes,1,1,3.0 weeks,,
5429,Home,"Apr 23, 2009","$500,000","$15,433","$44,793,168",Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,84 minutes,1,1,4.7 weeks,,
5430,The Slaughter Rule,"Jan 10, 2003","$500,000","$13,134","$13,134",Genre Tracking,,,,,"All Time Domestic Box Office for R Movies (Rank 4,701-4,800)",,2,2,3.3 weeks,,
5431,The Living Wake,"May 14, 2010","$500,000","$12,232","$12,232",Genre Tracking,,,,,PG-13,91 minutes,1,1,4.0 weeks,,
5432,Scott Walker: 30 Century Man,"Feb 27, 2009","$500,000","$6,840","$77,121",Documentary,Based on Real Life Events,Factual,Live Action,,Not Rated,,1,1,1.0 weeks,,
5433,The Californians,"Oct 21, 2005","$500,000","$4,134","$4,134",Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG,,3,3,1.0 weeks,,
5434,Born to Fly: Elizabeth Streb vs. Gravity,"Sep 10, 2014","$500,000","$1,822","$1,822",Documentary,Based on Real Life Events,Factual,Live Action,Aubin Pictures,Not Rated,83 minutes,0,0,0,,Catherine Gund
5435,Detention of the Dead,"Jun 28, 2013","$500,000","$1,778","$1,778","All Time Domestic Box Office for Comedy Movies (Rank 2,701-2,800)",Based on Play,Science Fiction,Live Action,,Not Rated,,2,2,1.0 weeks,,Alex Craig Mann
5436,Higher Power,"May 11, 2018","$500,000",$528,$528,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 5,201-5,300)",93 minutes,3,3,1.0 weeks,,Matthew Santoro
5437,Now is Good,"Sep 19, 2012","$500,000",$0,"$2,141,436",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,BBC Films,PG-13,,0,0,0,,
5438,Griffin & Phoenix,"Jan 18, 2007","$500,000",$0,"$1,355,967",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Gold Circle Films,,102 minutes,0,0,0,,
5439,Everything Put Together,"Nov 2, 2001","$500,000",$0,"$7,890",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time International Box Office for R Movies (Rank 2,901-3,000)",87 minutes,0,0,0,,
5440,Enter Nowhere,"Apr 3, 2012","$500,000",$0,$0,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,,R,89 minutes,0,0,0,,
5441,Girls Gone Dead,"Jul 17, 2012","$500,000",$0,$0,Horror,Original Screenplay,Contemporary Fiction,Live Action,,R,,0,0,0,,
